0.018862236	-0.0029037306	0.027775947	0.037766654	0.019021684	-0.035362676	-0.020761102	0.1056793	-0.0036445518	0.003182208	0.021478834	0.034593478	-0.045313902	-0.07331875	0.013425134	0.005703826
0.040949248	-0.029371226	0.01597662	-0.019445026	-0.087567955	-0.09559607	-0.06980909	0.11130847	-0.0036041578	-0.013869761	0.04882244	-0.013889281	-0.07880536	-0.07384868	-0.04410148	-0.048102725
0.025704818	-0.05999102	-0.0006851276	0.06823742	-0.07741377	-0.04262949	-0.027810203	0.043360308	-0.012712612	-0.035352577	-0.0130946655	-0.01824109	0.0055328016	0.03060258	0.003832709	-0.054082863
0.07957345	0.0023417412	-0.016084194	0.09445692	-0.07985713	-0.07706719	0.02061224	0.06990313	0.04419041	-0.0005104909	0.01734222	0.067674406	-0.05840705	0.004012474	-0.019580927	-0.05839403
-0.03280364	-0.025605563	-0.007943873	0.033063363	-0.10392655	-0.13733195	0.010726413	0.08819041	-0.06606375	-0.006010388	-0.06468167	0.048400313	-0.021718862	-0.02596772	-0.045870855	0.027252799
0.05106978	-0.037047278	-0.08401351	-0.037313584	-0.09754488	-0.054344237	0.0005562709	0.02000189	0.057646014	-0.031713292	0.06294986	-0.004784253	-0.02727661	-0.06645862	0.016893107	0.0050550937
0.022731166	-0.0007439765	-0.00489149	0.029719824	-0.12709963	-0.11485312	-0.023559116	0.12603207	-0.023875464	-0.037530325	0.0075371787	0.010591346	-0.012557753	-0.0891507	0.078964114	-0.073675916
0.032601148	-0.03786085	-0.06136355	-0.009572286	-0.047676723	-0.06399771	0.0015115044	0.1094627	0.020234654	-0.0130157005	0.008246706	0.027208768	-0.027348243	-0.038822748	0.00959228	0.0028652723
0.014220628	-0.07413129	0.0028250671	0.010301395	-0.09102929	-0.051245265	-0.04366933	0.09970548	-0.045537196	-0.035744537	0.0012277401	0.030850712	-0.043648984	-0.0838573	-0.028864935	0.011417356
0.01442818	-0.07594554	0.031707875	0.03583544	-0.08413412	-0.05699672	-0.08880936	0.08340914	-0.041366696	0.02507078	0.011985313	0.0065590204	-0.022584459	-0.0278414	0.01349544	-0.03095126
-0.025507612	-0.014960413	0.09594751	0.01982138	0.01877751	-0.06641612	-0.023091221	0.04781418	-0.03426524	0.052518733	0.0889123	-0.04139644	-0.05635838	-0.06497204	-0.032377664	-0.028572
-0.010965381	-0.05621489	0.049599353	0.020520784	0.012655983	-0.07987445	0.037238624	0.1034927	-0.084595874	-0.017217183	0.07181272	0.10762819	-0.05432863	-0.062886365	-0.023593778	-0.08761821
0.07694526	-0.010859111	0.05297302	0.040569596	0.00073949096	-0.030720048	-0.060109645	0.014308477	0.034004953	0.001563	0.05396738	0.04629838	0.01531344	0.0066274093	-0.061921015	-0.02598953
0.00036283006	0.009126676	-0.002584902	-0.058195222	-0.083996475	-0.060433574	0.027643362	0.15886427	0.04341425	-0.014711569	0.032098997	0.05941766	0.1251296	-0.04727016	-0.034531917	-0.12297663
0.101766944	-0.024127325	-0.066402785	0.045216136	-0.053847533	-0.05226338	-0.09521993	0.06688944	-0.025112309	-0.047324847	-0.045025684	0.033344433	-0.07872552	-0.027399309	0.06846583	-0.0065091825
-0.020198539	-0.0029624046	0.07027755	-0.009739409	-0.01936108	-0.026073793	-0.025224965	0.07307292	0.024867458	0.014718342	0.03872412	0.04914034	-0.073728144	-0.029807024	-0.03489672	0.0037322915
-0.019417604	-0.03023826	-0.0009416709	0.008263777	-0.032108467	-0.12525195	-0.044400275	0.07522036	0.08164506	0.03763624	0.013805888	0.03024078	-0.13153967	-0.076790586	0.014655404	-0.08585788
0.031174572	-0.0034340003	-0.050951142	-0.07018013	0.045193963	-0.05967937	-0.017128002	-0.008159466	-0.024578232	0.06219882	0.020044396	0.06883735	-0.05521106	-0.047438927	-0.00902559	-0.089027524
0.024756858	-0.0056216572	0.04026505	-0.020953206	-0.035247277	-0.099985555	0.03858067	-0.017741788	0.0023133205	-0.071886316	0.014277865	0.008368753	-0.0404356	0.06684655	-0.0594377	-0.041598465
0.022975832	-0.05315435	0.07527481	-0.0061712028	-0.08635156	-0.06361657	-0.039196707	0.031404044	-0.005009599	0.0765254	-0.0037054992	0.05585888	-0.042020492	-0.041813567	-0.033576038	-0.07461485
0.06176958	0.0002364014	-0.057267103	-0.011356624	-0.012869243	-0.00020693147	-0.066405274	0.11211392	-0.007377285	-0.064073205	-0.021600012	-0.04746408	-0.0028459434	-0.07196752	-0.047196437	-0.0076255235
0.028127458	0.059739508	0.018352186	-0.06894307	0.036194794	-0.008228507	0.05191254	0.02334869	-0.00820244	0.046610303	-0.053753205	-0.033283688	0.10186709	-0.08275283	-0.039015014	-0.038054466
-0.015389571	-0.012403247	0.056673173	0.118235245	-0.003734999	-0.032510262	-0.14412916	-0.012178666	-0.012618636	0.086597055	0.0100145275	-0.054778717	-0.095976524	0.0874334	-0.06383896	-0.06868206
